platform_shop_id,year_month,shop_name,brand,category,sido,sigungu,experiment_group,selected_prediction_model,final_growth_probability,probability_score,growth_alpha_score,review_growth_score,operation_score,stability_score,market_fit_score,gromong_score,grade,historical_internal_growth_alpha,historical_review_growth_3m,reply_rate,avg_reply_delay_hours,order_count,sales_amount,review_count,is_seoul_external,market_q4_avg_ticket,store_vs_market_ticket_ratio,reason_1,reason_2,reason_3
ba_14691080,2025-09,본죽&비빔밥 대전유성온천역점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.9905022987984506,99.05022987984506,80.98985450045497,100.0,96.22802351001194,46.151935767339445,50.0,88.96,A,1.772723,6.277778,1.0,154.19,865,20759900.0,37,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13235557,2025-09,본죽 도봉동점,본그룹,백반·죽·국수,서울특별시,도봉구,실험군,,0.926272824351325,92.6272824351325,86.32996099641358,100.0,96.98208353717573,96.37945306813161,47.36901257594454,88.61,A,2.013591,6.0,1.0,129.0,15,246200.0,1,1,29258.99,0.561,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14689003,2025-09,본죽&비빔밥 구리인창점,본그룹,백반·죽·국수,경기도,구리시,실험군,,0.9247861703138344,92.47861703138344,93.33070874390118,69.63563157894738,97.69303731427536,77.26229303085596,50.0,88.53,A,2.329363,1.846154,1.0,105.25,273,7152500.0,19,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691093,2025-09,본죽&비빔밥 대전노은점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.9500159442695832,95.00159442695832,68.91963263655344,100.0,97.94987872090755,81.53126399947459,50.0,88.33,A,1.22829,3.272727,1.0,96.67,447,11194900.0,21,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14691989,2025-09,본죽&비빔밥 여천신동아점,본그룹,백반·죽·국수,전라남도,여수시,실험군,,0.9586071321619644,95.86071321619643,100.0,59.06431578947369,98.3854314559307,60.01450772663307,50.0,88.17,A,4.090642,1.444444,1.0,82.12,514,11563100.0,21,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14746052,2025-09,본죽&비빔밥 포항두호점,본그룹,백반·죽·국수,경상북도,포항시,실험군,,0.9338534963871188,93.38534963871187,94.31928069474063,73.68421052631578,89.73499030109375,72.12301300968483,50.0,87.99,A,2.373953,2.0,0.96,284.24,388,10098900.0,25,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14689953,2025-09,본죽&비빔밥 양주고읍점,본그룹,백반·죽·국수,경기도,양주시,실험군,,0.914218541983808,91.4218541983808,92.48642085352515,66.37426315789475,96.87222246930389,81.66086344523086,50.0,87.77,A,2.291281,1.722222,1.0,132.67,298,7026000.0,20,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14462203,2025-09,본죽&비빔밥 동대구시장점,본그룹,백반·죽·국수,대구광역시,동구,실험군,,0.7712780726172392,77.12780726172393,87.32797747856178,100.0,98.9488061963524,89.48882469324059,50.0,87.62,A,2.058607,5.5,1.0,63.3,144,3209000.0,5,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690155,2025-09,본죽&비빔밥 김포걸포점,본그룹,백반·죽·국수,경기도,김포시,실험군,,0.8894908879731753,88.94908879731753,100.0,86.8421052631579,73.50611321206564,73.35956107509405,50.0,87.52,A,3.667783,2.5,0.7692,412.08,310,8100800.0,13,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691298,2025-09,본죽&비빔밥 대전전민동점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.9362851931331634,93.62851931331633,76.74243150234503,100.0,97.24640866777739,59.70400148827807,50.0,87.51,A,1.581141,3.571429,1.0,120.17,345,8813600.0,18,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690630,2025-09,본죽&비빔밥 포항창포점,본그룹,백반·죽·국수,경상북도,포항시,실험군,,0.8807530639766311,88.07530639766311,84.36157434794353,84.21052631578948,97.89629525728614,81.8637470972167,50.0,87.42,A,1.924806,2.4,1.0,98.46,281,7021300.0,16,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14766686,2025-09,굽네치킨 운정2호점,굽네치킨,피자,경기도,파주시,실험군,,0.9787506223824812,97.87506223824812,100.0,100.0,87.21410866367204,0.0,50.0,87.34,A,40.43611,203.0,0.8881,212.33,1186,33335220.0,143,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690722,2025-09,본죽&비빔밥 광주월곡점,본그룹,백반·죽·국수,광주광역시,광산구,실험군,,0.8482778336909359,84.8277833690936,88.06059376282931,82.45613157894738,95.00129147693644,87.9177202437468,50.0,87.12,A,2.091652,2.333333,1.0,195.17,190,4271800.0,11,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14687344,2025-09,본죽&비빔밥 쌍문점,본그룹,백반·죽·국수,서울특별시,도봉구,실험군,,0.9778522973780596,97.78522973780596,100.0,100.0,97.41584017844619,7.657043059724407,64.65894106223774,87.11,A,4.272854,4.176471,1.0,114.51,1167,26358600.0,66,1,29258.99,0.772,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14688860,2025-09,본죽&비빔밥 수색DMC점,본그룹,백반·죽·국수,서울특별시,은평구,실험군,,0.9251015523156813,92.51015523156812,100.0,73.68421052631578,96.92221374541995,55.070792911732084,73.87608226592829,87.02,A,3.844739,2.0,1.0,131.0,430,11283900.0,19,1,31584.09,0.8308,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13231481,2025-09,본죽&비빔밥 광명소하지구점,본그룹,백반·죽·국수,경기도,광명시,실험군,,0.8758946573694583,87.58946573694583,100.0,50.292394736842105,98.71381726371104,90.02646208770855,50.0,87.01,A,4.261171,1.111111,1.0,71.15,66,1156400.0,9,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14757711,2025-09,굽네치킨&피자 칠금문화점,굽네치킨,치킨,충청북도,충주시,실험군,,0.825882664377923,82.5882664377923,100.0,100.0,70.89437429225353,69.05523868770729,50.0,86.45,A,3.425343,3.3,0.6,131.93,395,11473400.0,10,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690983,2025-09,본죽&비빔밥 대전송촌점,본그룹,백반·죽·국수,대전광역시,대덕구,실험군,,0.983253537163746,98.3253537163746,79.07006506472858,90.82007894736843,93.54403926260943,42.67167775960406,50.0,86.1,A,1.68613,2.651163,0.9857,212.8,543,13744200.0,70,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14758255,2025-09,굽네치킨&피자 대구송현점,굽네치킨,치킨,대구광역시,달서구,실험군,,0.7309321606808226,73.09321606808226,100.0,100.0,91.94374121196985,66.48066239645664,50.0,86.02,A,3.125269,13.0,1.0,297.31,290,7356500.0,13,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14692116,2025-09,본죽&비빔밥 부산수영점,본그룹,백반·죽·국수,부산광역시,수영구,실험군,,0.993273960369202,99.3273960369202,79.78541071545264,89.66165789473686,97.14193588116359,32.705243793466174,50.0,86.0,A,1.718396,2.607143,1.0,123.66,871,22082800.0,43,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690689,2025-09,본죽&비빔밥 광주신창점,본그룹,백반·죽·국수,광주광역시,광산구,실험군,,0.9568162404739208,95.68162404739208,100.0,46.35626315789474,97.41134994406451,56.98150999680978,50.0,85.75,A,7.671147,0.961538,1.0,114.66,479,10560800.0,23,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691173,2025-09,본죽&비빔밥 대구복현동점,본그룹,백반·죽·국수,대구광역시,북구,실험군,,0.8974522381613861,89.7452238161386,100.0,69.29823684210528,81.76241100783096,65.0860572738845,50.0,85.58,A,15.366069,1.833333,0.8,203.15,261,6515700.0,10,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14688100,2025-09,본죽 구리수택점,본그룹,백반·죽·국수,경기도,구리시,실험군,,0.9631543909150744,96.31543909150744,100.0,42.25147368421053,93.77363093181344,63.92409534718278,50.0,85.51,A,3.112735,0.805556,0.963,155.84,485,11810900.0,27,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13228675,2025-09,본죽&비빔밥 대전전민동점,본그룹,백반·죽·국수,대전광역시,유성구,실험군,,0.8213898371640431,82.13898371640431,73.56297216074749,100.0,97.29879473556369,87.19431236600033,50.0,85.45,A,1.43773,7.333333,1.0,118.42,90,1760600.0,2,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14757543,2025-09,굽네치킨&피자 동두천중앙점,굽네치킨,치킨,경기도,동두천시,실험군,,0.8217667906831412,82.17667906831412,100.0,100.0,88.5379077509143,33.734680816567135,50.0,85.42,A,3.225875,3.807692,0.9219,241.5,518,15041200.0,64,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691999,2025-09,본죽&비빔밥 부산동래점,본그룹,백반·죽·국수,부산광역시,동래구,실험군,,0.8923847434433524,89.23847434433524,100.0,47.36842105263158,97.50923705358517,71.89447899445645,50.0,85.15,A,2.7037,1.0,1.0,111.39,309,7798000.0,19,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691120,2025-09,본죽&비빔밥 대구북구청점,본그룹,백반·죽·국수,대구광역시,북구,실험군,,0.8423859670027011,84.23859670027011,70.8400428395959,100.0,96.00440983780418,84.92206188340944,50.0,85.09,A,1.314911,4.0,1.0,161.66,108,2781300.0,20,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14742705,2025-09,본죽&비빔밥 청주개신점,본그룹,백반·죽·국수,충청북도,청주시,실험군,,0.9278079544336668,92.78079544336669,100.0,43.85965789473684,92.67216348558506,68.40849670751528,50.0,84.79,A,5.930254,0.866667,0.9286,117.94,297,8268600.0,14,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13231157,2025-09,본죽 수원인계점,본그룹,백반·죽·국수,경기도,수원시,실험군,,0.7985136393962352,79.85136393962352,83.29170404896037,86.8421052631579,89.17476334326602,96.0263781371552,50.0,84.78,A,1.876549,2.5,1.0,389.81,32,603700.0,1,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691062,2025-09,본죽&비빔밥 광주염주화정점,본그룹,백반·죽·국수,광주광역시,서구,실험군,,0.9700901149829914,97.00901149829913,99.03937366351431,35.77163157894737,97.23473405838502,60.40388153172634,50.0,84.7,A,2.586855,0.559322,1.0,120.56,518,13249400.0,24,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_13683573,2025-09,본죽&비빔밥 제주아라점,본그룹,백반·죽·국수,제주특별자치도,제주시,실험군,,0.9659766361951648,96.59766361951648,60.07522813060303,99.02534210526316,96.90724629748101,64.79178729684094,50.0,84.7,A,0.829359,2.962963,1.0,131.5,657,15485100.0,34,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14690712,2025-09,본죽&비빔밥 광주운남점,본그룹,백반·죽·국수,광주광역시,광산구,실험군,,0.8935757950140671,89.35757950140672,100.0,41.82826315789474,96.14450515051266,77.14374873454618,50.0,84.69,A,2.631267,0.789474,1.0,156.98,356,7902700.0,17,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14689809,2025-09,본죽&비빔밥 안성당왕점,본그룹,백반·죽·국수,경기도,안성시,실험군,,0.9638622794119116,96.38622794119117,65.47131453631427,89.70252631578947,97.79511530921891,64.4410548359246,50.0,84.67,A,1.072752,2.608696,1.0,101.84,382,10187900.0,21,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_13235500,2025-09,본죽 의정부회룡역점,본그룹,백반·죽·국수,경기도,의정부시,실험군,,0.7838378391651437,78.38378391651437,100.0,50.0,100.0,97.24284648197316,50.0,84.66,A,13.83399,,1.0,9.11,15,259900.0,1,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14690587,2025-09,본죽&비빔밥 포항법원점,본그룹,백반·죽·국수,경상북도,포항시,실험군,,0.9747290212765618,97.47290212765618,65.41917008176449,85.38010526315789,93.17496347942702,72.56792434558852,50.0,84.51,A,1.0704,2.444444,1.0,256.18,505,12628100.0,31,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14688114,2025-09,본죽&비빔밥 신촌점,본그룹,백반·죽·국수,서울특별시,서대문구,실험군,,0.9817485898923062,98.17485898923061,86.87641359664437,100.0,96.4611331487063,14.134858826050518,61.940184170716776,84.46,A,2.038239,3.39726,0.9697,80.61,1251,27073600.0,66,1,29688.7,0.7289,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14692118,2025-09,본죽&비빔밥 여수소호점,본그룹,백반·죽·국수,전라남도,여수시,실험군,,0.8977437426196367,89.77437426196367,59.62940634635924,100.0,97.80140163735328,83.74820731372408,50.0,84.37,A,0.80925,3.0,1.0,101.63,171,3835100.0,7,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14689448,2025-09,본죽&비빔밥 이천점,본그룹,백반·죽·국수,경기도,이천시,실험군,,0.9934634329267156,99.34634329267156,63.661001850828846,100.0,83.98015514315722,60.62006060148568,50.0,84.35,A,0.991097,3.310345,0.8889,322.1,782,20976900.0,27,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,
ba_14743732,2025-09,본죽&비빔밥 인천오류왕길점,본그룹,백반·죽·국수,인천광역시,서구,실험군,,0.8303775186553407,83.03775186553408,100.0,61.30031578947369,88.2557963007311,77.79608341792142,50.0,84.28,A,2.682344,1.529412,0.8333,58.54,133,3437200.0,6,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14688602,2025-09,본죽&비빔밥 남양주덕소점,본그룹,백반·죽·국수,경기도,남양주시,실험군,,0.9118931987567024,91.18931987567024,83.8137250212516,56.65634210526317,96.63453939603353,84.01652653813363,50.0,84.26,A,1.900095,1.352941,1.0,140.61,262,6606900.0,14,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14691909,2025-09,본죽&비빔밥 부산정관모전점,본그룹,백반·죽·국수,부산광역시,기장군,실험군,,0.8602773487562954,86.02773487562953,63.56491593840592,100.0,97.14463002179261,86.1455646153253,50.0,84.19,A,0.986763,3.0,1.0,123.57,196,4971500.0,9,0,,,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14692242,2025-09,본죽&비빔밥 천안쌍용이마트점,본그룹,백반·죽·국수,충청남도,천안시,실험군,,0.9831681704925144,98.31681704925144,77.82394118850448,88.42105263157896,97.19312455311476,24.66694649478775,50.0,84.18,A,1.629923,2.56,1.0,121.95,735,17286000.0,27,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14687166,2025-09,본죽&비빔밥 등촌공항대로점,본그룹,백반·죽·국수,서울특별시,강서구,실험군,,0.8658312950916592,86.58312950916593,83.93109438451116,92.63157894736844,96.16315710688639,65.44153376270836,65.34247940333702,84.07,A,1.905389,2.72,0.9667,84.05,251,5759300.0,30,1,31963.46,0.7179,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14690057,2025-09,본죽앤비빔밥 인천검단점,본그룹,백반·죽·국수,인천광역시,서구,실험군,,0.9625470789200512,96.25470789200511,100.0,54.54544736842105,74.71050384877233,59.57547016035505,50.0,84.04,A,3.786265,1.272727,0.6667,149.28,619,13868500.0,18,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14688687,2025-09,본죽&비빔밥 신길점,본그룹,백반·죽·국수,서울특별시,영등포구,실험군,,0.943446990095728,94.34469900957279,95.435176456158,81.25000000000001,97.86516296557315,30.369324240993624,58.14220553764413,83.92,A,2.424286,2.2875,1.0,99.5,812,15040900.0,71,1,38305.65,0.4836,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14689382,2025-09,본죽&비빔밥 수원권선시장점,본그룹,백반·죽·국수,경기도,수원시,실험군,,0.9430651593102004,94.30651593102004,92.47303001570708,40.789473684210535,95.64908262373375,71.94689537308648,50.0,83.79,A,2.290677,0.75,1.0,173.53,405,9351700.0,14,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14356032,2025-09,본죽&비빔밥 양평용문점,본그룹,백반·죽·국수,경기도,양평군,실험군,,0.7105935628702099,71.05935628702099,84.93135006304946,86.8421052631579,99.95312195305524,95.85723759760748,50.0,83.71,A,1.950506,2.5,1.0,29.75,44,1152000.0,3,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,최근 리뷰 성장 흐름이 우수함,답글률과 응답속도 기준 운영 대응력이 우수함
ba_14689886,2025-09,본죽&비빔밥 안양호계사거리점,본그룹,백반·죽·국수,경기도,안양시,실험군,,0.9482876784354756,94.82876784354755,100.0,41.52047368421052,79.98550723398141,70.49270545913683,50.0,83.47,A,5.632214,0.777778,0.75,153.94,352,9325900.0,12,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,답글률과 응답속도 기준 운영 대응력이 우수함,주문·리뷰 변동성이 낮아 안정성이 높음
ba_14689645,2025-09,본죽&비빔밥 병점복합타운점,본그룹,백반·죽·국수,경기도,화성시,실험군,,0.967972859138455,96.7972859138455,100.0,43.60902631578948,76.90952090653127,63.99383978860381,50.0,83.36,A,5.567118,0.857143,0.6957,138.79,461,11860200.0,23,0,,,브랜드·카테고리 평균 대비 초과 성장 신호가 강함,월 리뷰 수가 전체 매장 상위권에 속함,답글률과 응답속도 기준 운영 대응력이 우수함
